issue_number,primary_label,text_length,word_count,question_mark_flag,has_solution_comment,turn_count,reassignment_count,reopen_count,resolution_success,sla_breach_flag,sla_remaining_norm,sla_limit_hours,interaction_depth,first_response_time_hours,intent_group,confidence_score,uncertainty_flag,confidence_band,rl_recommendation,suggested_action,urgency_score,urgent_flag,has_version,has_error_type,has_platform,has_hardware,entity_count,missing_version,missing_error,missing_platform,missing_hardware,missing_count,completeness_score,needs_clarification,clarification_priority,sentiment_score,sentiment_label,frustration_level
302452,info_needed,3492,328,0,1,4,3,0,1,0,0.9124,72.0,5,0.01,needs_info,0.569,1,low,clarify_first,clarify,0.1414,0,1,0,1,1,3,0,0,0,0,0,1.0,1,2,0.875,positive,0.0625
302443,billing,7956,720,0,1,1,0,0,1,0,0.9988,24.0,1,44.99,billing,0.4893,1,low,clarify_first,route_billing,0.0759,0,1,0,1,1,3,0,0,0,0,0,1.0,1,1,0.999,positive,0.0005
302439,invalid,130,23,1,0,2,0,0,0,0,0.9996,72.0,1,0.03,other,0.5307,1,low,clarify_first,clarify,0.1597,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,neutral,0.5
302438,unlabelled,329,51,0,0,0,0,0,0,0,0.9996,72.0,0,-1.0,other,0.6131,0,medium,route_or_clarify,clarify,0.0524,0,1,0,1,0,2,0,0,0,0,0,1.0,0,0,0.1027,positive,0.44865
302405,duplicate,952,160,1,0,1,2,0,0,0,0.6092,72.0,3,27.83,duplicate,0.5147,1,low,clarify_first,route_duplicate,0.5644,1,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.5439,negative,0.77195
302365,invalid,136,24,1,0,1,0,0,0,0,0.9996,72.0,1,0.84,other,0.5512,1,low,clarify_first,clarify,0.1328,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,neutral,0.5
302345,not-reproducible,38,3,0,0,6,1,0,0,0,0.5765,72.0,4,11.46,needs_info,0.5315,1,low,clarify_first,clarify,0.035,0,0,0,0,0,0,0,0,0,0,0,1.0,1,2,-0.4767,negative,0.7383500000000001
302337,bug,817,141,0,0,2,1,0,0,0,0.8606,48.0,3,6.69,bug,0.5364,1,low,clarify_first,route_technical,0.1753,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,0.3182,positive,0.3409
302306,billing,2345,283,1,0,2,0,0,0,0,0.9988,24.0,1,0.3,billing,0.4972,1,low,clarify_first,route_billing,0.0712,0,1,0,1,1,3,0,0,0,0,0,1.0,1,1,0.9299,positive,0.03505
302293,triage,16,3,0,0,0,0,0,0,0,0.9983,24.0,0,-1.0,needs_info,0.6947,0,medium,route_or_clarify,clarify,0.136,0,0,0,0,0,0,0,0,0,0,0,1.0,1,2,-0.25,negative,0.625
302286,triage,207,34,0,0,2,0,0,0,0,0.9983,24.0,1,0.04,needs_info,0.7674,0,medium,route_or_clarify,clarify,0.1516,0,1,0,1,0,2,0,0,0,0,0,1.0,1,2,-0.5994,negative,0.7997000000000001
302281,released,378,72,0,0,4,1,0,0,0,0.3042,72.0,3,0.02,other,0.5291,1,low,clarify_first,clarify,0.3753,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,neutral,0.5
302279,bug,358,64,0,0,3,3,0,0,0,0.5992,48.0,5,1.81,needs_info,0.3606,1,low,clarify_first,clarify,0.6716,1,0,0,0,0,0,0,0,0,0,0,1.0,1,2,-0.631,negative,0.8155
302242,unlabelled,1301,163,0,0,0,0,0,0,0,0.9997,72.0,0,-1.0,other,0.6662,0,medium,route_or_clarify,clarify,0.0191,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.2263,positive,0.38685
302240,unlabelled,1703,203,0,0,0,0,0,0,0,0.9996,72.0,0,-1.0,other,0.5259,1,low,clarify_first,clarify,0.0253,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.6486,positive,0.1757
302239,as-designed,3391,307,0,0,2,3,0,0,0,0.3653,72.0,5,45.7,other,0.5187,1,low,clarify_first,clarify,0.1398,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.8765,positive,0.06175
302229,bug,69,11,0,0,2,1,0,0,0,0.5519,48.0,2,1.04,bug,0.6519,0,medium,route_or_clarify,route_technical,0.025,0,0,0,0,0,0,1,1,1,0,3,0.0,1,3,0.0,neutral,0.5
302174,triage,501,68,0,0,2,0,0,0,0,0.9958,24.0,1,0.02,duplicate,0.4336,1,low,clarify_first,route_duplicate,0.3289,0,1,0,0,0,1,0,0,0,0,0,1.0,0,0,-0.8885,negative,0.94425
302137,unlabelled,128,23,0,0,2,2,0,0,0,0.6885,72.0,4,2.46,other,0.5156,1,low,clarify_first,clarify,0.0865,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-0.7184,negative,0.8592
302130,ai_translated,540,63,0,0,0,0,0,0,0,0.9996,72.0,0,-1.0,other,0.8335,0,high,suggest_or_route,clarify,0.1379,0,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.5175,negative,0.75875
302097,triage,172,30,1,0,3,0,0,0,0,0.9996,24.0,1,0.01,needs_info,0.4329,1,low,clarify_first,clarify,0.9061,1,0,0,0,0,0,0,0,0,0,0,1.0,1,2,-0.4019,negative,0.70095
302096,info_needed,2123,215,0,1,4,2,0,1,0,0.0969,72.0,4,47.78,needs_info,0.6054,0,medium,route_or_clarify,clarify,0.2741,0,1,0,1,1,3,0,0,0,0,0,1.0,1,2,-0.3578,negative,0.6789000000000001
302069,unlabelled,462,87,1,0,9,2,0,0,0,0.6264,72.0,10,0.05,needs_info,0.4864,1,low,clarify_first,clarify,0.8405,1,1,0,0,0,1,0,0,0,0,0,1.0,1,2,-0.5661,negative,0.78305
302062,bug,2174,387,0,1,5,3,0,1,0,0.9438,48.0,5,0.11,ml_module,0.2782,1,low,clarify_first,route_technical,0.8136,1,0,0,0,0,0,1,1,0,1,3,0.0,1,1,-0.8614,negative,0.9307
302054,bug,260,45,0,0,2,1,0,0,0,0.7929,48.0,2,9.0,bug,0.5648,1,low,clarify_first,route_technical,0.3704,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,-0.4215,negative,0.71075
302049,duplicate,446,77,0,0,1,2,0,0,0,0.8342,72.0,3,11.92,duplicate,0.6481,0,medium,route_or_clarify,route_duplicate,0.3335,0,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.34,negative,0.67
302014,bug,548,97,1,0,2,1,0,0,0,0.4998,48.0,3,18.84,bug,0.5531,1,low,clarify_first,route_technical,0.1788,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,0.304,positive,0.348
302005,triage,1868,313,1,0,5,1,0,0,0,0.7025,24.0,5,0.44,needs_info,0.5629,1,low,clarify_first,clarify,0.2319,0,1,0,1,0,2,0,0,0,0,0,1.0,1,2,-0.8329,negative,0.91645
301993,info_needed,1018,170,0,0,5,1,0,0,0,0.8814,72.0,5,0.74,needs_info,0.6391,0,medium,route_or_clarify,clarify,0.1669,0,1,0,1,0,2,0,0,0,0,0,1.0,1,2,-0.128,negative,0.5640000000000001
301989,billing,435,78,1,0,4,0,0,0,0,0.9992,24.0,2,0.03,billing,0.2967,1,low,clarify_first,route_billing,0.6593,1,1,0,1,0,2,0,0,0,0,0,1.0,1,1,-0.1027,negative,0.55135
301988,duplicate,886,148,1,1,5,1,0,1,0,0.8754,72.0,5,0.39,duplicate,0.5227,1,low,clarify_first,route_duplicate,0.3963,0,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.7003,negative,0.85015
301985,info_needed,1880,277,0,1,4,1,0,1,0,0.1007,72.0,3,30.94,needs_info,0.5267,1,low,clarify_first,clarify,0.1457,0,1,0,1,1,3,0,0,0,0,0,1.0,1,2,0.9451,positive,0.0274499999999999
301981,bug,88,16,0,0,3,2,0,0,0,0.7327,48.0,4,0.02,bug,0.5871,1,low,clarify_first,route_technical,0.0437,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,-0.296,negative,0.648
301980,billing,1719,205,0,0,1,0,0,0,0,0.9988,24.0,1,0.78,billing,0.5048,1,low,clarify_first,route_billing,0.2466,0,1,0,1,1,3,0,0,0,0,0,1.0,1,1,0.8176,positive,0.0912
301979,billing,1719,205,0,0,5,0,0,0,0,0.9988,24.0,3,0.16,billing,0.5048,1,low,clarify_first,route_billing,0.5194,0,1,0,1,1,3,0,0,0,0,0,1.0,1,1,0.8176,positive,0.0912
301961,duplicate,1549,251,0,0,5,1,0,0,0,0.8492,72.0,5,1.18,other,0.3293,1,low,clarify_first,clarify,0.6393,1,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.978,negative,0.989
301960,duplicate,1157,181,1,0,3,1,0,0,0,0.8458,72.0,3,2.84,duplicate,0.5996,1,low,clarify_first,route_duplicate,0.579,1,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.5719,negative,0.7859499999999999
301955,invalid,29,1,0,0,1,0,0,0,0,0.9997,72.0,1,0.02,other,0.5471,1,low,clarify_first,clarify,0.008,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,neutral,0.5
301935,info_needed,616,111,1,0,3,2,0,0,0,0.5714,72.0,5,4.76,needs_info,0.3204,1,low,clarify_first,clarify,0.7738,1,1,0,1,0,2,0,0,0,0,0,1.0,1,2,-0.3016,negative,0.6508
301928,bug,267,44,0,1,2,1,0,1,0,0.4321,48.0,3,1.22,bug,0.6811,0,medium,route_or_clarify,route_technical,0.274,0,0,0,0,0,0,1,1,1,0,3,0.0,1,3,-0.6249,negative,0.81245
301922,triage,774,104,0,0,2,0,0,0,0,0.9996,24.0,1,0.0,needs_info,0.6434,0,medium,route_or_clarify,clarify,0.269,0,1,0,1,1,3,0,0,0,0,0,1.0,1,2,0.5859,positive,0.20705
301921,duplicate,2065,213,0,1,4,1,0,1,0,0.7864,72.0,4,0.13,duplicate,0.5429,1,low,clarify_first,route_duplicate,0.4486,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.4588,positive,0.2706
301912,duplicate,2392,278,0,0,2,1,0,0,0,0.7611,72.0,2,17.15,duplicate,0.5295,1,low,clarify_first,route_duplicate,0.1783,0,1,1,1,1,4,0,0,0,0,0,1.0,0,0,-0.9623,negative,0.98115
301886,vscode-website,530,91,1,1,2,3,0,1,0,0.6924,72.0,5,20.5,other,0.256,1,low,clarify_first,clarify,0.9462,1,1,0,1,0,2,0,0,0,0,0,1.0,0,0,0.0516,positive,0.4742
301879,bug,9931,819,0,1,3,3,0,1,0,0.5756,48.0,5,0.03,bug,0.6018,0,medium,route_or_clarify,route_technical,0.2218,0,1,0,1,1,3,0,1,0,0,1,0.6667,1,3,-0.9932,negative,0.9966
301858,bug,275,48,0,0,6,1,0,0,0,0.9462,48.0,4,0.32,bug,0.3477,1,low,clarify_first,route_technical,0.7313,1,0,0,0,0,0,1,1,1,0,3,0.0,1,1,-0.7339,negative,0.86695
301844,ai_translated,1095,108,0,0,1,0,0,0,0,0.9997,72.0,1,0.26,other,0.7592,0,medium,route_or_clarify,clarify,0.0746,0,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.3239,negative,0.66195
301821,billing,1213,159,0,0,0,0,0,0,0,0.9992,24.0,0,-1.0,billing,0.5257,1,low,clarify_first,route_billing,0.5669,1,1,0,1,1,3,0,0,0,0,0,1.0,1,1,0.4588,positive,0.2706
301819,bug,497,80,0,0,7,3,0,0,0,0.4312,48.0,6,17.35,needs_info,0.3597,1,low,clarify_first,clarify,0.258,0,1,0,1,0,2,0,0,0,0,0,1.0,1,2,0.296,positive,0.352
301802,duplicate,2043,310,0,0,4,1,0,0,0,0.5143,72.0,4,18.68,other,0.3516,1,low,clarify_first,clarify,0.3222,0,1,0,0,0,1,0,0,0,0,0,1.0,0,0,-0.995,negative,0.9975
301795,unlabelled,2836,405,0,0,1,0,0,0,0,0.9997,72.0,1,0.07,other,0.5846,1,low,clarify_first,clarify,0.0578,0,1,1,0,0,2,0,0,0,0,0,1.0,0,0,-0.9655,negative,0.98275
301786,billing,2379,241,0,0,1,0,0,0,0,0.9992,24.0,1,0.01,other,0.3184,1,low,clarify_first,clarify,0.2703,0,1,1,1,1,4,0,0,0,0,0,1.0,0,0,0.8746,positive,0.0626999999999999
301782,invalid,128,23,1,0,1,0,0,0,0,0.9997,72.0,1,0.02,other,0.5709,1,low,clarify_first,clarify,0.0399,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-0.4019,negative,0.70095
301754,duplicate,2138,336,0,0,5,1,0,0,0,0.3756,72.0,5,11.1,duplicate,0.689,0,medium,route_or_clarify,route_duplicate,0.3392,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,-0.8986,negative,0.9493
301753,unlabelled,1001,171,0,0,8,1,0,0,0,0.3918,72.0,4,0.06,other,0.5708,1,low,clarify_first,clarify,0.3886,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.9831,positive,0.00845
301748,released,729,138,0,0,10,2,0,0,1,0.0,72.0,4,44.02,other,0.6297,0,medium,route_or_clarify,clarify,0.8675,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.8074,positive,0.0963
301747,unlabelled,2173,268,0,1,3,1,0,1,0,0.9938,72.0,2,0.11,other,0.5436,1,low,clarify_first,clarify,0.2155,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.9681,positive,0.01595
301739,triage,256,48,1,0,2,1,0,0,1,0.0,24.0,3,0.01,needs_info,0.7507,0,medium,route_or_clarify,clarify,0.9589,1,0,0,0,0,0,0,0,0,0,0,1.0,1,2,-0.5994,negative,0.7997000000000001
301733,ai_translated,1871,198,0,0,0,0,0,0,0,0.9997,72.0,0,-1.0,other,0.7988,0,medium,route_or_clarify,clarify,0.0336,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.1818,positive,0.4091
301732,ai_translated,1871,198,0,0,0,0,0,0,0,0.9997,72.0,0,-1.0,other,0.7988,0,medium,route_or_clarify,clarify,0.0336,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.1818,positive,0.4091
301723,invalid,126,23,1,1,1,0,0,1,0,0.9997,72.0,1,0.26,other,0.5261,1,low,clarify_first,clarify,0.0334,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,neutral,0.5
301715,duplicate,319,59,1,1,2,2,0,1,1,0.0,72.0,4,92.18,duplicate,0.5001,1,low,clarify_first,route_duplicate,0.7924,1,1,0,0,0,1,0,0,0,0,0,1.0,0,0,-0.1882,negative,0.5941
301702,billing,2735,411,1,1,2,0,0,1,0,0.9992,24.0,1,0.04,billing,0.4968,1,low,clarify_first,route_billing,0.0791,0,1,0,1,1,3,0,0,0,0,0,1.0,1,1,-0.927,negative,0.9635
301694,unlabelled,512,85,0,0,9,1,0,0,1,0.0,72.0,7,1.19,needs_info,0.267,1,low,clarify_first,clarify,0.5625,1,1,0,0,0,1,0,0,0,0,0,1.0,1,2,-0.5719,negative,0.7859499999999999
301685,invalid,139,25,1,0,1,0,0,0,0,0.9997,72.0,1,0.92,other,0.5961,1,low,clarify_first,clarify,0.1547,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-0.608,negative,0.804
301654,unlabelled,635,112,0,0,0,0,0,0,0,0.9997,72.0,0,-1.0,other,0.6412,0,medium,route_or_clarify,clarify,0.0637,0,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.7845,negative,0.89225
301641,billing,7902,753,1,0,2,0,0,0,0,0.9988,24.0,1,0.01,other,0.4074,1,low,clarify_first,clarify,0.0228,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.9997,positive,0.0001499999999999
301620,triage,1278,170,0,0,1,0,0,0,0,0.9054,24.0,1,2.27,needs_info,0.635,0,medium,route_or_clarify,clarify,0.3992,0,1,0,1,1,3,0,0,0,0,0,1.0,1,2,0.7269,positive,0.13655
301619,bug,280,52,0,1,4,1,0,1,1,0.0,48.0,4,52.17,bug,0.596,1,low,clarify_first,route_technical,0.8067,1,0,0,0,0,0,1,1,1,0,3,0.0,1,1,0.0,neutral,0.5
301617,chat-ext-issue,512,82,0,1,5,0,0,1,1,0.0,72.0,3,6.31,other,0.6573,0,medium,route_or_clarify,clarify,0.7915,1,1,0,1,0,2,0,0,0,0,0,1.0,0,0,0.743,positive,0.1285
301609,bug,220,42,0,1,4,1,0,1,1,0.0,48.0,3,0.48,bug,0.6549,0,medium,route_or_clarify,route_technical,0.8156,1,0,0,1,0,1,1,1,0,0,2,0.3333,1,3,-0.0258,neutral,0.5129
301608,bug,791,144,0,0,0,1,0,0,1,0.0,48.0,1,-1.0,bug,0.2936,1,low,clarify_first,route_technical,0.0527,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,0.8316,positive,0.0842
301594,bug,273,53,0,1,5,1,0,1,1,0.0,48.0,3,0.07,bug,0.7026,0,medium,route_or_clarify,route_technical,0.8552,1,0,0,0,0,0,1,1,1,0,3,0.0,1,3,0.0,neutral,0.5
301581,invalid,8,1,0,0,1,0,0,0,0,0.9997,72.0,1,0.0,needs_info,0.304,1,low,clarify_first,clarify,0.008,0,0,0,0,0,0,0,0,0,0,0,1.0,1,2,0.0,neutral,0.5
301578,unlabelled,1522,190,0,0,0,0,0,0,0,0.9997,72.0,0,-1.0,other,0.692,0,medium,route_or_clarify,clarify,0.0244,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.4215,positive,0.28925
301568,bug,1477,215,0,0,1,1,0,0,1,0.0,48.0,2,0.01,needs_info,0.354,1,low,clarify_first,clarify,0.0619,0,0,0,0,0,0,0,0,0,0,0,1.0,1,2,0.7483,positive,0.12585
301563,bug,1128,184,0,1,3,1,0,1,0,0.7415,48.0,3,0.03,bug,0.5111,1,low,clarify_first,route_technical,0.2241,0,0,0,0,0,0,1,1,1,0,3,0.0,1,1,-0.6908,negative,0.8453999999999999
301554,unlabelled,1593,202,0,0,0,1,0,0,0,0.9938,72.0,1,-1.0,needs_info,0.2736,1,low,clarify_first,clarify,0.0918,0,1,0,1,1,3,0,0,0,0,0,1.0,1,2,0.886,positive,0.0569999999999999
301553,info_needed,608,97,1,1,3,1,0,1,1,0.0,72.0,3,75.21,needs_info,0.6108,0,medium,route_or_clarify,clarify,0.8488,1,1,0,1,0,2,0,0,0,0,0,1.0,1,2,0.5994,positive,0.2002999999999999
301552,testplan-item,2759,449,0,0,2,3,0,0,1,0.0,72.0,5,65.1,build_infra,0.5172,1,low,clarify_first,route_infra,0.9494,1,0,0,1,0,1,1,0,0,0,1,0.5,1,1,0.6101,positive,0.19495
301547,duplicate,1244,193,1,0,6,2,0,0,0,0.0004,72.0,6,0.07,duplicate,0.4174,1,low,clarify_first,route_duplicate,0.9839,1,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.9093,negative,0.95465
301541,endgame-plan,1334,236,0,0,2,1,0,0,0,0.9549,72.0,2,0.02,build_infra,0.5643,1,low,clarify_first,route_infra,0.317,0,1,0,0,0,1,0,0,1,0,1,0.5,1,1,0.9213,positive,0.0393499999999999
301530,billing,742,125,1,0,1,0,0,0,0,0.9992,24.0,1,0.07,billing,0.569,1,low,clarify_first,route_billing,0.3842,0,1,0,1,0,2,0,0,0,0,0,1.0,1,1,0.5171,positive,0.24145
301521,billing,1343,173,0,0,0,0,0,0,0,0.9992,24.0,0,-1.0,billing,0.5039,1,low,clarify_first,route_billing,0.42,0,1,0,1,1,3,0,0,0,0,0,1.0,1,1,0.9473,positive,0.0263499999999999
301518,bug,1623,231,0,0,4,2,0,0,0,0.8831,48.0,6,1.16,bug,0.5022,1,low,clarify_first,route_technical,0.2155,0,1,0,1,1,3,0,1,0,0,1,0.6667,1,1,0.9153,positive,0.04235
301515,invalid,12,2,0,0,1,0,0,0,0,0.9997,72.0,1,0.01,other,0.5668,1,low,clarify_first,clarify,0.008,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-0.5434,negative,0.7717
301508,bug,1318,253,1,1,5,3,0,1,1,0.0,48.0,8,2.77,bug,0.5381,1,low,clarify_first,route_technical,0.9195,1,1,0,1,0,2,0,1,0,0,1,0.6667,1,1,-0.126,negative,0.563
301506,unlabelled,2235,262,0,1,2,1,0,1,1,0.0,72.0,3,1.35,other,0.5119,1,low,clarify_first,clarify,0.4703,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.9279,positive,0.03605
301498,unlabelled,688,103,1,1,4,1,0,1,0,0.9253,72.0,3,0.01,other,0.54,1,low,clarify_first,clarify,0.6981,1,1,0,1,0,2,0,0,0,0,0,1.0,0,0,0.3897,positive,0.30515
301491,bug,1600,205,0,0,3,4,0,0,1,0.0,48.0,6,2.64,bug,0.5168,1,low,clarify_first,route_technical,0.7564,1,1,0,1,1,3,0,1,0,0,1,0.6667,1,1,0.9325,positive,0.03375
301464,billing,1313,183,0,0,1,0,0,0,0,0.9992,24.0,1,0.05,needs_info,0.4424,1,low,clarify_first,clarify,0.2152,0,1,0,1,1,3,0,0,0,0,0,1.0,1,2,0.6597,positive,0.17015
301458,bug,2145,345,1,1,58,3,0,1,1,0.0,48.0,48,3.08,bug,0.5134,1,low,clarify_first,route_technical,0.9351,1,1,0,1,1,3,0,1,0,0,1,0.6667,1,1,0.2347,positive,0.38265
301451,invalid,1234,159,0,0,2,0,0,0,0,0.9999,72.0,1,0.01,other,0.5406,1,low,clarify_first,clarify,0.0774,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,-0.6249,negative,0.81245
301440,duplicate,1810,196,1,0,4,2,0,0,1,0.0,72.0,6,0.38,duplicate,0.5149,1,low,clarify_first,route_duplicate,0.8891,1,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.9287,negative,0.96435
301428,unlabelled,2238,364,0,0,2,1,0,0,0,0.8864,72.0,3,8.18,other,0.5591,1,low,clarify_first,clarify,0.3277,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.9826,positive,0.0086999999999999
301426,invalid,1075,135,0,0,0,0,0,0,0,0.9997,72.0,0,-1.0,needs_info,0.5705,1,low,clarify_first,clarify,0.0605,0,1,0,1,1,3,0,0,0,0,0,1.0,1,2,0.8779,positive,0.0610499999999999
301421,unlabelled,1696,287,0,1,2,1,0,1,0,0.906,72.0,3,0.08,other,0.5887,1,low,clarify_first,clarify,0.0992,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-0.9722,negative,0.9861
301405,unlabelled,460,72,1,1,10,1,0,1,1,0.0,72.0,9,0.05,other,0.531,1,low,clarify_first,clarify,0.8688,1,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.6705,negative,0.83525
301403,duplicate,914,127,1,1,13,1,0,1,1,0.0,72.0,13,0.75,duplicate,0.6538,0,medium,route_or_clarify,route_duplicate,0.955,1,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.8708,negative,0.9354
301395,as-designed,8108,688,0,0,4,2,0,0,1,0.0,72.0,6,0.77,other,0.4968,1,low,clarify_first,clarify,0.5528,1,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.9986,positive,0.0006999999999999
301394,duplicate,396,70,1,0,3,1,0,0,1,0.0,72.0,4,0.05,duplicate,0.6218,0,medium,route_or_clarify,route_duplicate,0.7523,1,1,0,1,0,2,0,0,0,0,0,1.0,0,0,-0.5267,negative,0.76335
301391,unlabelled,37,6,0,1,2,1,0,1,0,0.6208,72.0,3,20.34,other,0.5672,1,low,clarify_first,clarify,0.051,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-0.3875,negative,0.69375
301377,duplicate,191,22,0,0,2,1,0,0,0,0.475,72.0,3,0.06,duplicate,0.5015,1,low,clarify_first,route_duplicate,0.216,0,0,0,1,0,1,0,0,0,0,0,1.0,0,0,0.0,neutral,0.5
301352,triage,1239,137,1,0,1,1,0,0,1,0.0,24.0,2,87.93,needs_info,0.6931,0,medium,route_or_clarify,clarify,0.8685,1,1,0,1,0,2,0,0,0,0,0,1.0,1,2,0.0,neutral,0.5
301324,unlabelled,1985,322,1,1,3,1,0,1,0,0.7736,72.0,3,16.3,other,0.5427,1,low,clarify_first,clarify,0.4435,0,1,0,0,0,1,0,0,0,0,0,1.0,0,0,-0.9652,negative,0.9826
301318,unlabelled,879,114,0,0,0,0,0,0,0,0.9996,72.0,0,-1.0,needs_info,0.4718,1,low,clarify_first,clarify,0.0194,0,1,0,1,1,3,0,0,0,0,0,1.0,1,2,0.8126,positive,0.0937
301314,unlabelled,1640,198,0,0,0,0,0,0,0,0.9996,72.0,0,-1.0,other,0.7632,0,medium,route_or_clarify,clarify,0.0339,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,-0.0772,negative,0.5386
301305,bug,260,40,0,1,2,2,0,1,0,0.9769,48.0,3,0.02,bug,0.604,0,medium,route_or_clarify,route_technical,0.1658,0,0,0,0,0,0,1,1,1,0,3,0.0,1,3,-0.1416,negative,0.5708
301301,testplan-item,288,47,0,0,3,3,0,0,1,0.0,72.0,6,81.09,build_infra,0.4797,1,low,clarify_first,route_infra,0.8222,1,0,0,0,0,0,1,0,1,0,2,0.0,1,1,0.2732,positive,0.3634
301299,unlabelled,1802,218,0,0,1,0,0,0,0,0.9997,72.0,1,0.03,other,0.7142,0,medium,route_or_clarify,clarify,0.0286,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,-0.913,negative,0.9565
301296,bug,145,30,1,0,3,1,0,0,1,0.0,48.0,3,0.18,bug,0.5564,1,low,clarify_first,route_technical,0.8963,1,0,0,0,0,0,1,1,1,0,3,0.0,1,1,-0.0772,negative,0.5386
301272,unlabelled,1386,165,0,1,1,0,0,1,0,0.9996,72.0,1,0.25,other,0.7657,0,medium,route_or_clarify,clarify,0.0182,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.1174,positive,0.4413
301269,duplicate,552,94,0,0,2,1,0,0,0,0.9896,72.0,3,0.05,duplicate,0.5848,1,low,clarify_first,route_duplicate,0.3949,0,1,0,0,0,1,0,0,0,0,0,1.0,0,0,0.0,neutral,0.5
301244,triage,529,90,1,1,6,1,0,1,1,0.0,24.0,6,4.02,needs_info,0.5836,1,low,clarify_first,clarify,0.8363,1,1,0,1,0,2,0,0,0,0,0,1.0,1,2,-0.296,negative,0.648
301243,unlabelled,165,25,0,0,2,0,0,0,0,0.999,72.0,1,0.01,needs_info,0.5533,1,low,clarify_first,clarify,0.5624,1,1,0,1,0,2,0,0,0,0,0,1.0,1,2,0.0,neutral,0.5
301234,testplan-item,545,99,0,0,2,2,0,0,1,0.0,72.0,4,84.25,build_infra,0.5596,1,low,clarify_first,route_infra,0.6757,1,0,0,0,0,0,1,0,1,0,2,0.0,1,1,0.8885,positive,0.05575
301169,released,657,113,0,0,2,2,0,0,0,0.6261,72.0,4,2.19,needs_info,0.3175,1,low,clarify_first,clarify,0.7199,1,0,0,0,0,0,0,0,0,0,0,1.0,1,2,-0.5809,negative,0.79045
301144,triage,1753,190,0,0,1,1,0,0,0,0.9829,24.0,2,0.41,bug,0.292,1,low,clarify_first,route_technical,0.5493,0,1,0,1,1,3,0,1,0,0,1,0.6667,1,1,0.7215,positive,0.1392499999999999
301131,invalid,1236,157,0,0,1,0,0,0,0,0.9997,72.0,1,0.01,other,0.5356,1,low,clarify_first,clarify,0.0302,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.4228,positive,0.2885999999999999
301130,invalid,1236,157,0,1,1,0,0,1,0,0.9996,72.0,1,0.33,other,0.5356,1,low,clarify_first,clarify,0.0302,0,1,0,1,1,3,0,0,0,0,0,1.0,0,0,0.4228,positive,0.2885999999999999
301121,bug,2683,267,0,0,1,2,0,0,0,0.47,48.0,3,0.0,bug,0.5903,1,low,clarify_first,route_technical,0.1088,0,1,0,1,1,3,0,1,0,0,1,0.6667,1,1,0.7906,positive,0.1047
